"incubationID","sampleID","tripID","startDate","dateKilled","timeKilled","depth","t","durationInDays","durationSinceTimepointInDays","filtered","amendment","treatment","MeHg_ambient_ppt","MeHg_198_ppt","MeHg_204_ppt","MeHg_excess_DDL","MeHg_DOA","MeHg_198_above_DDL","bottleID_MeHg","HgT_ambient_ppt","HgT_198_ppt","HgT_204_ppt","HgT_excess_DDL","HgT_DOA","bottleID_HgT","percent_amb_MeHg","percent_198_MeHg","percent_204_MeHg"
"BLI20_MA_030","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:10",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.212,0.001,0.966,0.003,"2020-11-12",FALSE,"MSC964AR",1.327,0.655,0.84,0.045,"2021-02-23","MSC964AR",15.9758854559156,0.152671755725191,115
"BLI20_MA_030","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:35",11,"t1",0.934028,0.934028,"no","unamended","unfiltered-unamended",0.256,0.001,0.72,0.004,"2021-01-14",FALSE,"MSC719AV",0.955,0.548,0.817,0.024,"2021-02-20","MSC719AV",26.8062827225131,0.182481751824818,88.1272949816401
"BLI20_MA_030","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:23",11,"t2",3.509028,2.575,"no","unamended","unfiltered-unamended",0.188,0.015,0.804,0.003,"2020-11-12",TRUE,"MSC732AV",0.747,0.41,0.704,0.025,"2021-02-23","MSC732AV",25.1673360107095,3.65853658536585,114.204545454545
"BLI20_MA_031","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:23",20.9,"t0",0,0,"no","glucose","unfiltered-glucose",0.843,0.002,1.159,0.008,"2020-10-30",FALSE,"MSC225AW",2.472,1.005,1.216,0.074,"2021-02-19","MSC225AW",34.1019417475728,0.199004975124378,95.3125
"BLI20_MA_031","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:42",20.9,"t1",0.929861,0.929861,"no","glucose","unfiltered-glucose",1.004,0.101,1.089,0.009,"2020-10-29",TRUE,"MSC259AW",4.514,0.811,1.017,0.107,"2021-02-05","MSC259AW",22.2419140451927,12.4537607891492,107.079646017699
"BLI20_MA_031","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:51",20.9,"t2",3.477778,2.547917,"no","glucose","unfiltered-glucose",1.08,0.351,1.11,0.01,"2020-10-29",TRUE,"MSC586AV",1.756,0.703,0.965,0.041,"2021-02-05","MSC586AV",61.503416856492,49.9288762446657,115.025906735751
"BLI20_MA_032","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:17",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.838,0.001,1.128,0.008,"2020-10-30",FALSE,"MSC224AW",2.101,1.004,1.175,0.052,"2021-02-18","MSC224AW",39.8857686815802,0.099601593625498,96
"BLI20_MA_032","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:47",20.9,"t1",0.9375,0.9375,"no","molybdate","unfiltered-molybdate",0.921,0.047,1.092,0.009,"2020-10-29",TRUE,"MSC261AW",1.904,0.9,1,0.045,"2021-02-05","MSC261AW",48.3718487394958,5.22222222222222,109.2
"BLI20_MA_032","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:37",20.9,"t2",3.472222,2.534722,"no","molybdate","unfiltered-molybdate",1.001,0.113,1.088,0.009,"2020-10-29",TRUE,"MSC579AV",1.753,0.768,0.963,0.041,"2021-02-05","MSC579AV",57.1021106674273,14.7135416666667,112.980269989616
"BLI20_MA_033","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:05",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.725,0.002,0.961,0.007,"2021-01-13",FALSE,"MSC221AW",1.707,0.855,0.972,0.037,"2021-02-03","MSC221AW",42.4721734036321,0.233918128654971,98.8683127572017
"BLI20_MA_033","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:53",20.9,"t1",0.95,0.95,"no","molybdate","unfiltered-molybdate",0.708,0.033,0.925,0.006,"2021-01-13",TRUE,"MSC263AW",1.613,0.749,0.877,0.035,"2021-02-03","MSC263AW",43.8933663980161,4.40587449933244,105.473204104903
"BLI20_MA_033","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:32",20.9,"t2",3.477083,2.527083,"no","molybdate","unfiltered-molybdate",0.889,0.09,1.014,0.009,"2020-10-30",TRUE,"MSC578AV",1.681,0.785,0.999,0.05,"2021-02-19","MSC578AV",52.8851873884593,11.4649681528662,101.501501501502
"BLI20_MA_034","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:14",20.9,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.863,0,1.151,0.008,"2020-10-30",FALSE,"MSC223AW",2.058,1.091,1.267,0.051,"2021-02-18","MSC223AW",41.9339164237123,0,90.8445146014207
"BLI20_MA_034","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:45",20.9,"t1",0.938194,0.938194,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.719,0.051,0.892,0.007,"2021-01-13",TRUE,"MSC260AW",1.621,0.792,0.936,0.035,"2021-02-03","MSC260AW",44.3553362122147,6.43939393939394,95.2991452991453
"BLI20_MA_034","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:46",20.9,"t2",3.480556,2.542361,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.967,0.166,1.146,0.009,"2020-10-29",TRUE,"MSC585AV",1.762,0.754,1.011,0.042,"2021-02-05","MSC585AV",54.8808172531214,22.0159151193634,113.353115727003
"BLI20_MA_035","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:10",20.9,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.805,0.003,1.126,0.008,"2020-10-30",FALSE,"MSC222AW",1.767,0.919,1.057,0.053,"2021-02-19","MSC222AW",45.557441992077,0.326441784548422,106.527909176916
"BLI20_MA_035","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:50",20.9,"t1",0.944444,0.944444,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.684,0.043,0.896,0.006,"2021-01-13",TRUE,"MSC262AW",3.455,0.763,0.92,0.074,"2021-02-03","MSC262AW",19.7973950795948,5.63564875491481,97.3913043478261
"BLI20_MA_035","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:41",20.9,"t2",3.479861,2.535417,"no","glucose+molybdate","unfiltered-glucose+molybdate",1.438,0.103,0.993,0.014,"2020-10-29",TRUE,"MSC580AV",1.795,0.739,0.936,0.042,"2021-02-05","MSC580AV",80.1114206128134,13.9377537212449,106.089743589744
"BLI20_MA_036","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:00",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.786,0.004,1.236,0.008,"2020-10-30",FALSE,"MSC220AW",1.984,0.975,1.169,0.059,"2021-02-19","MSC220AW",39.616935483871,0.41025641025641,105.731394354149
"BLI20_MA_036","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:55",20.9,"t1",0.954861,0.954861,"no","molybdate","unfiltered-molybdate",0.822,0.05,1.158,0.008,"2020-10-30",TRUE,"MSC264AW",4.103,0.945,1.153,0.123,"2021-02-19","MSC264AW",20.0341213746039,5.29100529100529,100.433651344319
"BLI20_MA_036","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:28",20.9,"t2",3.477778,2.522917,"no","molybdate","unfiltered-molybdate",0.844,0.118,1.106,0.008,"2020-10-30",TRUE,"MSC577AV",1.691,0.823,1.012,0.051,"2021-02-19","MSC577AV",49.9112950916617,14.3377885783718,109.288537549407
"BLI20_MA_037","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","21:53",20.9,"t0",0,0,"no","glucose","unfiltered-glucose",0.85,0.002,1.16,0.008,"2020-10-30",FALSE,"MSC218AW",3.784,0.865,1.058,0.113,"2021-02-19","MSC218AW",22.4630021141649,0.23121387283237,109.640831758034
"BLI20_MA_037","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","21:01",20.9,"t1",0.963889,0.963889,"no","glucose","unfiltered-glucose",0.661,0.064,0.82,0.006,"2021-01-13",TRUE,"MSC266AW",4.038,0.788,1.004,0.087,"2021-02-03","MSC266AW",16.3694898464586,8.12182741116751,81.6733067729084
"BLI20_MA_037","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:25",20.9,"t2",3.480556,2.516667,"no","glucose","unfiltered-glucose",1.09,0.371,1.108,0.01,"2020-10-29",TRUE,"MSC575AV",1.697,0.657,0.935,0.04,"2021-02-05","MSC575AV",64.2309958750737,56.468797564688,118.502673796791
"BLI20_MA_038","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","21:56",20.9,"t0",0,0,"no","glucose","unfiltered-glucose",0.789,0.001,1.082,0.008,"2020-10-30",FALSE,"MSC219AW",1.601,0.835,0.96,0.04,"2021-02-18","MSC219AW",49.2816989381637,0.119760479041916,112.708333333333
"BLI20_MA_038","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:58",20.9,"t1",0.959722,0.959722,"no","glucose","unfiltered-glucose",0.787,0.084,0.982,0.008,"2020-10-30",TRUE,"MSC265AW",4.002,0.818,0.976,0.1,"2021-02-18","MSC265AW",19.6651674162919,10.2689486552567,100.614754098361
"BLI20_MA_038","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:21",20.9,"t2",3.475694,2.515972,"no","glucose","unfiltered-glucose",1.005,0.317,1.067,0.009,"2020-10-29",TRUE,"MSC576AV",1.588,0.679,0.882,0.037,"2021-02-05","MSC576AV",63.2871536523929,46.6863033873343,120.975056689342
"BLI20_MA_039","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:52",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.773,0.001,1.144,0.008,"2020-10-30",FALSE,"MSC233AW",1.808,0.913,1.101,0.054,"2021-02-19","MSC233AW",42.7544247787611,0.109529025191676,103.905540417802
"BLI20_MA_039","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:23",20.9,"t1",0.896528,0.896528,"no","unamended","unfiltered-unamended",0.802,0.075,0.999,0.008,"2020-10-29",TRUE,"MSC252AW",1.952,0.852,1.029,0.046,"2021-02-05","MSC252AW",41.0860655737705,8.80281690140845,97.0845481049563
"BLI20_MA_039","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:25",20.9,"t2",3.48125,2.584722,"no","unamended","unfiltered-unamended",1.053,0.381,1.097,0.01,"2020-10-29",TRUE,"MSC592AV",1.623,0.734,0.987,0.038,"2021-02-05","MSC592AV",64.8798521256932,51.9073569482289,111.144883485309
"BLI20_MA_040","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:41",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.769,-0.005,1.068,0.007,"2020-10-30",FALSE,"MSC230AW",3.616,0.846,1.034,0.09,"2021-02-18","MSC230AW",21.266592920354,-0.591016548463357,103.288201160542
"BLI20_MA_040","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:28",20.9,"t1",0.907639,0.907639,"no","unamended","unfiltered-unamended",0.761,0.119,1.032,0.007,"2020-10-30",TRUE,"MSC254AW",1.993,0.992,1.141,0.05,"2021-02-18","MSC254AW",38.1836427496237,11.9959677419355,90.4469763365469
"BLI20_MA_040","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:21",20.9,"t2",3.486111,2.578472,"no","unamended","unfiltered-unamended",1.051,0.444,1.11,0.01,"2020-10-29",TRUE,"MSC591AV",1.518,0.753,0.95,0.036,"2021-02-05","MSC591AV",69.235836627141,58.9641434262948,116.842105263158
"BLI20_MA_041","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:49",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.822,0.001,1.15,0.008,"2020-10-30",FALSE,"MSC232AW",1.795,0.9,1.081,0.054,"2021-02-19","MSC232AW",45.7938718662953,0.111111111111111,106.382978723404
"BLI20_MA_041","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:21",20.9,"t1",0.897222,0.897222,"no","molybdate","unfiltered-molybdate",0.85,0.055,1.093,0.008,"2020-10-29",TRUE,"MSC251AW",1.925,0.875,1.073,0.045,"2021-02-05","MSC251AW",44.1558441558442,6.28571428571429,101.863932898416
"BLI20_MA_041","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:33",20.9,"t2",3.488889,2.591667,"no","molybdate","unfiltered-molybdate",0.883,0.118,1.045,0.008,"2020-10-29",TRUE,"MSC594AV",1.682,0.81,1.046,0.04,"2021-02-05","MSC594AV",52.4970273483948,14.5679012345679,99.9043977055449
"BLI20_MA_042","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:45",20.9,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.78,-0.002,1.109,0.008,"2020-10-30",FALSE,"MSC231AW",1.956,1.012,1.205,0.049,"2021-02-18","MSC231AW",39.8773006134969,-0.197628458498024,92.0331950207469
"BLI20_MA_042","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:26",20.9,"t1",0.903472,0.903472,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.787,0.073,1.053,0.008,"2020-10-30",TRUE,"MSC253AW",1.872,0.876,1.038,0.056,"2021-02-19","MSC253AW",42.0405982905983,8.33333333333333,101.445086705202
"BLI20_MA_042","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:29",20.9,"t2",3.488889,2.585417,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.923,0.136,1.099,0.009,"2020-10-29",TRUE,"MSC593AV",1.873,0.862,1.09,0.044,"2021-02-05","MSC593AV",49.2792311799253,15.7772621809745,100.825688073394
"BLI20_MA_043","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:38",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.727,0.003,0.99,0.007,"2020-10-30",FALSE,"MSC229AW",1.593,0.741,0.91,0.048,"2021-02-19","MSC229AW",45.6371625863151,0.404858299595142,108.791208791209
"BLI20_MA_043","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:31",20.9,"t1",0.911806,0.911806,"no","unamended","unfiltered-unamended",0.835,0.144,0.929,0.008,"2020-10-30",TRUE,"MSC255AW",1.501,0.691,0.804,0.037,"2021-02-18","MSC255AW",55.6295802798135,20.8393632416787,115.547263681592
"BLI20_MA_043","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:16",20.9,"t2",3.484722,2.572917,"no","unamended","unfiltered-unamended",0.91,0.278,0.866,0.009,"2020-10-29",TRUE,"MSC590AV",1.626,0.709,0.839,0.038,"2021-02-05","MSC590AV",55.9655596555966,39.2101551480959,103.218116805721
"BLI20_MA_044","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:35",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.62,-0.001,0.75,0.006,"2021-01-13",FALSE,"MSC228AW",1.625,0.767,0.88,0.046,"2021-02-04","MSC228AW",38.1538461538462,-0.130378096479791,85.2272727272727
"BLI20_MA_044","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:34",20.9,"t1",0.915972,0.915972,"no","unamended","unfiltered-unamended",0.827,0.168,0.927,0.008,"2020-10-29",TRUE,"MSC256AW",1.784,0.758,0.903,0.042,"2021-02-05","MSC256AW",46.3565022421525,22.1635883905013,102.65780730897
"BLI20_MA_044","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:12",20.9,"t2",3.484028,2.568056,"no","unamended","unfiltered-unamended",0.981,0.335,0.913,0.009,"2020-10-29",TRUE,"MSC589AV",1.381,0.699,0.846,0.033,"2021-02-05","MSC589AV",71.0354815351195,47.9256080114449,107.919621749409
"BLI20_MA_045","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:31",20.9,"t0",0,0,"yes","unamended","filtered-unamended",0.519,0,0.865,0.005,"2021-01-13",FALSE,"MSC227AW",1.552,0.883,1.006,0.033,"2021-02-03","MSC227AW",33.4407216494845,0,85.9840954274354
"BLI20_MA_045","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:36",20.9,"t1",0.920139,0.920139,"yes","unamended","filtered-unamended",0.545,0,0.877,0.005,"2020-10-30",FALSE,"MSC257AW",1.748,0.889,1.012,0.052,"2021-02-19","MSC257AW",31.1784897025172,0,86.6600790513834
"BLI20_MA_045","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:06",20.9,"t2",3.482639,2.5625,"yes","unamended","filtered-unamended",0.43,0,0.648,0.004,"2020-10-29",FALSE,"MSC588AV",1.67,0.782,0.969,0.039,"2021-02-05","MSC588AV",25.748502994012,0,66.8730650154799
"BLI20_MA_046","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:28",20.9,"t0",0,0,"yes","unamended","filtered-unamended",0.657,0.002,1.09,0.006,"2020-10-30",FALSE,"MSC226AW",1.561,0.924,1.027,0.047,"2021-02-19","MSC226AW",42.0884048686739,0.216450216450216,106.134371957157
"BLI20_MA_046","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:38",20.9,"t1",0.923611,0.923611,"yes","unamended","filtered-unamended",0.658,-0.002,0.844,0.006,"2020-10-29",FALSE,"MSC258AW",1.491,0.834,0.992,0.035,"2021-02-05","MSC258AW",44.131455399061,-0.239808153477218,85.0806451612903
"BLI20_MA_046","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:01",20.9,"t2",3.48125,2.557639,"yes","unamended","filtered-unamended",0.43,0.001,0.585,0.004,"2020-10-29",FALSE,"MSC587AV",1.7,0.79,0.973,0.04,"2021-02-05","MSC587AV",25.2941176470588,0.126582278481013,60.1233299075026
"BLI20_MA_047","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:41",15.7,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.338,-0.002,1.192,0.003,"2021-01-13",FALSE,"MSC210AW",1.232,0.979,1.157,0.035,"2021-02-04","MSC210AW",27.4350649350649,-0.204290091930541,103.025064822818
"BLI20_MA_047","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:33",15.7,"t1",0.952778,0.952778,"no","molybdate","unfiltered-molybdate",0.436,0.005,1.336,0.004,"2020-10-29",TRUE,"MSC241AW",1.276,0.782,1.072,0.03,"2021-02-05","MSC241AW",34.1692789968652,0.639386189258312,124.626865671642
"BLI20_MA_048","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:32",15.7,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.474,0.001,1.208,0.004,"2021-01-13",FALSE,"MSC208AW",1.324,0.868,1.044,0.028,"2021-02-03","MSC208AW",35.8006042296072,0.115207373271889,115.708812260536
"BLI20_MA_048","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:41",15.7,"t1",0.964583,0.964583,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.522,0.029,1.261,0.005,"2020-10-30",TRUE,"MSC243AW",1.493,0.852,1.139,0.037,"2021-02-18","MSC243AW",34.9631614199598,3.4037558685446,110.711150131694
"BLI20_MA_049","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:36",15.7,"t0",0,0,"no","glucose","unfiltered-glucose",0.381,0.004,1.097,0.003,"2021-01-13",TRUE,"MSC209AW",1.458,0.86,1.126,0.041,"2021-02-04","MSC209AW",26.1316872427984,0.465116279069767,97.4245115452931
"BLI20_MA_049","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:35",15.7,"t1",0.957639,0.957639,"no","glucose","unfiltered-glucose",0.696,0.09,1.348,0.007,"2020-10-29",TRUE,"MSC242AW",1.436,0.724,1.045,0.034,"2021-02-05","MSC242AW",48.4679665738162,12.4309392265193,128.995215311005
"BLI20_MA_050","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:29",15.7,"t0",0,0,"no","unamended","unfiltered-unamended",0.486,0,1.11,0.004,"2021-01-13",FALSE,"MSC207AW",1.222,0.824,1.047,0.026,"2021-02-03","MSC207AW",39.7708674304419,0,106.017191977077
"BLI20_MA_050","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:46",15.7,"t1",0.970139,0.970139,"no","unamended","unfiltered-unamended",0.646,0.087,1.398,0.006,"2020-10-29",TRUE,"MSC245AW",1.426,0.778,1.039,0.034,"2021-02-05","MSC245AW",45.3015427769986,11.1825192802057,134.552454282964
"BLI20_MA_051","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:26",15.7,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.47,-0.001,1.192,0.004,"2021-01-13",FALSE,"MSC206AW",1.566,0.975,1.213,0.044,"2021-02-04","MSC206AW",30.0127713920817,-0.102564102564103,98.2687551525144
"BLI20_MA_051","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:44",15.7,"t1",0.970833,0.970833,"no","molybdate","unfiltered-molybdate",0.645,0.048,1.37,0.006,"2020-10-29",TRUE,"MSC244AW",1.429,0.818,1.104,0.034,"2021-02-05","MSC244AW",45.1364590622813,5.8679706601467,124.094202898551
"BLI20_MA_052","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:23",15.7,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.422,0.003,1.12,0.004,"2021-01-13",FALSE,"MSC205AW",1.319,0.891,1.046,0.028,"2021-02-03","MSC205AW",31.9939347990902,0.336700336700337,107.074569789675
"BLI20_MA_052","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:49",15.7,"t1",0.976389,0.976389,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.504,0.016,1.242,0.005,"2020-10-30",TRUE,"MSC246AW",1.417,0.699,0.958,0.042,"2021-02-19","MSC246AW",35.5681016231475,2.28898426323319,129.64509394572
"BLI20_MA_053","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:19",15.7,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.391,0.005,1.177,0.004,"2021-01-13",TRUE,"MSC204AW",1.382,0.964,1.152,0.039,"2021-02-04","MSC204AW",28.2923299565847,0.518672199170125,102.170138888889
"BLI20_MA_053","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:52",15.7,"t1",0.98125,0.98125,"no","molybdate","unfiltered-molybdate",0.479,0.014,1.311,0.005,"2020-10-29",TRUE,"MSC247AW",1.303,0.8,1.055,0.031,"2021-02-05","MSC247AW",36.7613200306984,1.75,124.265402843602
"BLI20_MA_054","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","21:04",15.7,"t0",0,0,"no","glucose","unfiltered-glucose",0.442,0.003,1.088,0.004,"2021-01-13",FALSE,"MSC216AW",1.456,0.884,1.157,0.041,"2021-02-04","MSC216AW",30.3571428571429,0.339366515837104,94.0363007778738
"BLI20_MA_054","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:13",15.7,"t1",0.922917,0.922917,"no","glucose","unfiltered-glucose",0.563,0.023,1.351,0.005,"2020-10-29",TRUE,"MSC235AW",1.51,0.726,1.062,0.036,"2021-02-05","MSC235AW",37.2847682119205,3.16804407713499,127.212806026365
"BLI20_MA_055","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:59",15.7,"t0",0,0,"no","unamended","unfiltered-unamended",0.642,-0.002,1.151,0.006,"2021-01-13",FALSE,"MSC215AW",1.217,0.864,1.039,0.026,"2021-02-03","MSC215AW",52.7526705012325,-0.231481481481481,110.779595765159
"BLI20_MA_055","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:21",15.7,"t1",0.931944,0.931944,"no","unamended","unfiltered-unamended",0.462,0.019,1.289,0.005,"2020-10-30",TRUE,"MSC236AW",1.292,0.716,1.034,0.039,"2021-02-19","MSC236AW",35.7585139318885,2.6536312849162,124.661508704062
"BLI20_MA_056","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:57",15.7,"t0",0,0,"no","unamended","unfiltered-unamended",0.828,-0.002,1.151,0.01,"2021-01-15",FALSE,"MSC214AW",1.384,0.874,1.099,0.041,"2021-02-19","MSC214AW",59.8265895953757,-0.22883295194508,104.731574158326
"BLI20_MA_056","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:23",15.7,"t1",0.934722,0.934722,"no","unamended","unfiltered-unamended",0.416,0.013,1.193,0.004,"2020-10-29",TRUE,"MSC237AW",1.381,0.774,1.053,0.033,"2021-02-05","MSC237AW",30.1230992034757,1.67958656330749,113.29534662868
"BLI20_MA_057","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:53",15.7,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.576,0,1.397,0.006,"2020-10-30",FALSE,"MSC213AW",1.252,0.91,1.084,0.031,"2021-02-18","MSC213AW",46.0063897763578,0,128.874538745387
"BLI20_MA_057","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:26",15.7,"t1",0.939583,0.939583,"no","molybdate","unfiltered-molybdate",0.473,0.004,1.307,0.004,"2020-10-29",TRUE,"MSC238AW",1.371,0.758,1.035,0.032,"2021-02-05","MSC238AW",34.5003646973012,0.527704485488127,126.280193236715
"BLI20_MA_058","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:46",15.7,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.404,0.001,1.131,0.004,"2021-01-13",FALSE,"MSC211AW",1.247,0.839,1.041,0.027,"2021-02-03","MSC211AW",32.3977546110666,0.119189511323004,108.64553314121
"BLI20_MA_058","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:31",15.7,"t1",0.947917,0.947917,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.482,0.015,1.281,0.005,"2020-10-29",TRUE,"MSC240AW",1.239,0.786,1.056,0.029,"2021-02-05","MSC240AW",38.9023405972558,1.90839694656489,121.306818181818
"BLI20_MA_059","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:49",15.7,"t0",0,0,"no","unamended","unfiltered-unamended",0.362,0.001,1.088,0.003,"2021-01-13",FALSE,"MSC212AW",1.41,0.871,1.061,0.04,"2021-02-04","MSC212AW",25.6737588652482,0.114810562571757,102.544769085768
